experiment_family,orbit_unit_id,A_id,A_name,B_class,B_identity_or_perturbation_definition,segment_or_pass_id,evaluation_time,A_GP_ID,A_GP_EPOCH,A_GP_CREATION_DATE,element_age_hours,publication_age_hours,A_state_reconstruction_identity,B_state_reconstruction_identity,synthetic_construction_anchor_time,altitude_offset_km,phase_offset_s,inclination_offset_deg,physical_position_separation_km,physical_velocity_separation_km_s,delta_R_km,delta_T_km,delta_N_km,orbit_score_vector_R_km,orbit_score_vector_T_km,orbit_score_vector_N_km,freshness_bin,orbit_support_status,D2,c95,c99,rho95,rho99,orbit_decision,rtn_orthonormality_error,sign_mapping_error_km,future_publication_violation,SupGP_operational_use,orbit_scoring_status,planned_observation_rows,completed_observation_rows,condition_count,n_realizations,n_accept,n_reject,n_verifier_defer,controlled_observation_acceptance_fraction,endpoint_interpretation
active_compensation_first_pass,orbit_unit_5fd8bdd961cbabb35eae6be3,65421,STARLINK-35146,REAL_B,65411,full_pass:65421,2026-03-10T06:45:29.500000Z,315434193,2026-03-09T17:56:44.636640,2026-03-10T03:44:43,12.812462044444445,3.0129166666666665,CAUSAL_GP:65421:315434193,STATIC_TLE:data/tle/starlink_tle.txt:65411,,0.0,0.0,0.0,8399.282617161147,9.35563632737393,-5151.216912177994,6634.210672666248,-12.710519975611419,5151.216912177994,-6634.210672666248,12.710519975611419,12-18 h,WITHIN_CALIBRATED_SUPPORT,1054472941.622598,29.005502435074128,1099.4845501122445,6029.447578023313,979.3166864504146,ORBIT_DISTINCT,3.3306690738754696e-16,0.0,0,0,SCORED,6,6,6,3,1,2,0,0.3333333333333333,conditional verifier acceptance fraction under the controlled observation model
active_compensation_first_pass,orbit_unit_76c02f6fa9e7d19d30d96093,65686,STARLINK-35137,REAL_B,44714,full_pass:65686,2026-03-10T13:17:56.500000Z,315485957,2026-03-10T00:29:40.547616,2026-03-10T09:52:28,12.804431217777777,3.4245833333333335,CAUSAL_GP:65686:315485957,STATIC_TLE:data/tle/starlink_tle.txt:44714,,0.0,0.0,0.0,12504.517009427484,10.793871104946025,-11414.682632222179,4861.152521617589,1561.1413152810806,11414.682632222179,-4861.152521617589,-1561.1413152810806,12-18 h,WITHIN_CALIBRATED_SUPPORT,5694409047.033736,29.005502435074128,1099.4845501122445,14011.483959559457,2275.7773188945116,ORBIT_DISTINCT,2.220446049250313e-16,0.0,0,0,SCORED,6,6,6,3,1,2,0,0.3333333333333333,conditional verifier acceptance fraction under the controlled observation model
active_compensation_first_pass,orbit_unit_7eb62bffa9207967c37ce987,48309,STARLINK-2517,REAL_B,45230,full_pass:48309,2026-03-10T01:24:47Z,315394250,2026-03-09T20:00:00.999360,2026-03-09T22:56:35,5.412777955555555,2.47,CAUSAL_GP:48309:315394250,STATIC_TLE:data/tle/starlink_tle.txt:45230,,0.0,0.0,0.0,4466.07672204375,7.694791390285349,-1453.6706544777235,-3542.328865259261,-2298.8234220666855,1453.6706544777235,3542.328865259261,2298.8234220666855,0-6 h,WITHIN_CALIBRATED_SUPPORT,273916369.02528554,47.98776059005807,926.7323687698332,2389.1518375879928,543.6655658155909,ORBIT_DISTINCT,1.1102230246251565e-16,0.0,0,0,SCORED,6,6,6,3,1,2,0,0.3333333333333333,conditional verifier acceptance fraction under the controlled observation model
active_compensation_first_pass,orbit_unit_812f05a5b480962313951faf,65409,STARLINK-35022,REAL_B,65410,full_pass:65409,2026-03-10T06:43:59Z,315434187,2026-03-09T17:55:17.144544,2026-03-10T03:44:43,12.811626515555554,2.9877777777777776,CAUSAL_GP:65409:315434187,STATIC_TLE:data/tle/starlink_tle.txt:65410,,0.0,0.0,0.0,306.7891796139443,0.34229156444679726,-6.818981268131367,306.71326582841317,0.27347309018351496,6.818981268131367,-306.71326582841317,-0.27347309018351496,12-18 h,WITHIN_CALIBRATED_SUPPORT,4275.98879723855,29.005502435074128,1099.4845501122445,12.141660439634034,1.9720762998401695,ORBIT_DISTINCT,4.440892098500626e-16,0.0,0,0,SCORED,6,6,6,3,0,3,0,0.0,conditional verifier acceptance fraction under the controlled observation model
active_compensation_first_pass,orbit_unit_87895c702277a03d0e6cbe7c,65410,STARLINK-35024,REAL_B,65409,full_pass:65410,2026-03-10T06:43:17.500000Z,315434688,2026-03-09T16:20:35.643840,2026-03-10T03:44:43,14.378293377777778,2.97625,CAUSAL_GP:65410:315434688,STATIC_TLE:data/tle/starlink_tle.txt:65409,,0.0,0.0,0.0,314.6632563007331,0.35044837473496215,-6.941896219860581,-314.58666563118254,0.0689181259388505,6.941896219860581,314.58666563118254,-0.0689181259388505,12-18 h,WITHIN_CALIBRATED_SUPPORT,9498.870705892186,29.005502435074128,1099.4845501122445,18.09655019536946,2.9392831340152172,ORBIT_DISTINCT,8.751006412148382e-17,0.0,0,0,SCORED,6,6,6,3,1,2,0,0.3333333333333333,conditional verifier acceptance fraction under the controlled observation model
active_compensation_first_pass,orbit_unit_882293466ac455e595fbea29,48309,STARLINK-2517,REAL_B,65409,full_pass:48309,2026-03-10T01:24:47Z,315394250,2026-03-09T20:00:00.999360,2026-03-09T22:56:35,5.412777955555555,2.47,CAUSAL_GP:48309:315394250,STATIC_TLE:data/tle/starlink_tle.txt:65409,,0.0,0.0,0.0,11048.577811915471,5.1608416634535885,-8906.243053368631,-908.5944305368264,-6474.902509001297,8906.243053368631,908.5944305368264,6474.902509001297,0-6 h,WITHIN_CALIBRATED_SUPPORT,4346782294.490128,47.98776059005807,926.7323687698332,9517.408340810622,2165.742297872795,ORBIT_DISTINCT,1.1102230246251565e-16,0.0,0,0,SCORED,6,6,6,3,1,2,0,0.3333333333333333,conditional verifier acceptance fraction under the controlled observation model
active_compensation_first_pass,orbit_unit_8e054c39b424dc0133febc2d,65421,STARLINK-35146,REAL_B,65409,full_pass:65421,2026-03-10T06:45:29.500000Z,315434193,2026-03-09T17:56:44.636640,2026-03-10T03:44:43,12.812462044444445,3.0129166666666665,CAUSAL_GP:65421:315434193,STATIC_TLE:data/tle/starlink_tle.txt:65409,,0.0,0.0,0.0,665.1980857815463,0.7405415970033626,-32.46401053021279,664.4053784298035,0.2728759370632048,32.46401053021279,-664.4053784298035,-0.2728759370632048,12-18 h,WITHIN_CALIBRATED_SUPPORT,40577.67498414121,29.005502435074128,1099.4845501122445,37.402736978740364,6.075038213402107,ORBIT_DISTINCT,3.3306690738754696e-16,0.0,0,0,SCORED,6,6,6,3,1,2,0,0.3333333333333333,conditional verifier acceptance fraction under the controlled observation model
active_compensation_first_pass,orbit_unit_908414ff730463d4c3dca03d,48309,STARLINK-2517,REAL_B,65411,full_pass:48309,2026-03-10T01:24:47Z,315394250,2026-03-09T20:00:00.999360,2026-03-09T22:56:35,5.412777955555555,2.47,CAUSAL_GP:48309:315394250,STATIC_TLE:data/tle/starlink_tle.txt:65411,,0.0,0.0,0.0,7303.819589915447,8.441963983698301,-3888.076090145956,4641.616373261284,-4084.6104297399943,3888.076090145956,-4641.616373261284,4084.6104297399943,0-6 h,WITHIN_CALIBRATED_SUPPORT,1114851916.2258554,47.98776059005807,926.7323687698332,4819.959072839079,1096.810062598852,ORBIT_DISTINCT,1.1102230246251565e-16,0.0,0,0,SCORED,6,6,6,3,1,2,0,0.3333333333333333,conditional verifier acceptance fraction under the controlled observation model
active_compensation_first_pass,orbit_unit_914f4fbcf2c7f5d611adc32b,45230,STARLINK-1227,REAL_B,47767,full_pass:45230,2026-03-10T15:10:45Z,315473124,2026-03-10T05:29:47.380704,2026-03-10T09:52:28,9.682672026666665,5.304722222222222,CAUSAL_GP:45230:315473124,STATIC_TLE:data/tle/starlink_tle.txt:47767,,0.0,0.0,0.0,10686.506093218135,13.362007909591293,-8340.38567884704,3262.2775223770564,5830.688173403283,8340.38567884704,-3262.2775223770564,-5830.688173403283,9-12 h,WITHIN_CALIBRATED_SUPPORT,5390086126.555926,31.32749048335574,948.5696084793932,13117.01602101004,2383.763959545063,ORBIT_DISTINCT,2.220446049250313e-16,0.0,0,0,SCORED,6,6,6,3,1,2,0,0.3333333333333333,conditional verifier acceptance fraction under the controlled observation model
active_compensation_first_pass,orbit_unit_980127a2f9e6c46c3a1fbfaa,47749,STARLINK-2163,REAL_B,65411,full_pass:47749,2026-03-10T04:40:56Z,315422051,2026-03-09T15:51:19.111968,2026-03-10T03:44:43,12.826913342222223,0.9369444444444445,CAUSAL_GP:47749:315422051,STATIC_TLE:data/tle/starlink_tle.txt:65411,,0.0,0.0,0.0,3517.098496482501,3.9326971637381023,-898.2566488522687,-1876.225018380685,-2836.0000894137083,898.2566488522687,1876.225018380685,2836.0000894137083,12-18 h,WITHIN_CALIBRATED_SUPPORT,382287819.17813194,29.005502435074128,1099.4845501122445,3630.4046415298976,589.6586375468307,ORBIT_DISTINCT,2.220446049250313e-16,0.0,0,0,SCORED,6,6,6,3,1,2,0,0.3333333333333333,conditional verifier acceptance fraction under the controlled observation model
active_compensation_first_pass,orbit_unit_9dbb8257ea09b6ccfdfdcdf0,45230,STARLINK-1227,REAL_B,47749,full_pass:45230,2026-03-10T15:10:45Z,315473124,2026-03-10T05:29:47.380704,2026-03-10T09:52:28,9.682672026666665,5.304722222222222,CAUSAL_GP:45230:315473124,STATIC_TLE:data/tle/starlink_tle.txt:47749,,0.0,0.0,0.0,12390.398539010108,7.556316294185812,-11204.554956885255,4286.865850227423,-3098.823221126976,11204.554956885255,-4286.865850227423,3098.823221126976,9-12 h,WITHIN_CALIBRATED_SUPPORT,5440296020.9349985,31.32749048335574,948.5696084793932,13177.968417124455,2394.8408786303735,ORBIT_DISTINCT,2.220446049250313e-16,0.0,0,0,SCORED,6,6,6,3,0,3,0,0.0,conditional verifier acceptance fraction under the controlled observation model
active_compensation_first_pass,orbit_unit_9ec992b05608500bb3c0c8d2,65686,STARLINK-35137,REAL_B,65421,full_pass:65686,2026-03-10T13:17:56.500000Z,315485957,2026-03-10T00:29:40.547616,2026-03-10T09:52:28,12.804431217777777,3.4245833333333335,CAUSAL_GP:65686:315485957,STATIC_TLE:data/tle/starlink_tle.txt:65421,,0.0,0.0,0.0,1142.5495239333763,9.609293758555348,-94.20976703251478,-1138.655524066292,-2.7444397209391695,94.20976703251478,1138.655524066292,2.7444397209391695,12-18 h,WITHIN_CALIBRATED_SUPPORT,552715.9358497836,29.005502435074128,1099.4845501122445,138.04185820671248,22.42107480346899,ORBIT_DISTINCT,2.220446049250313e-16,0.0,0,0,SCORED,6,6,6,3,1,2,0,0.3333333333333333,conditional verifier acceptance fraction under the controlled observation model
active_compensation_first_pass,orbit_unit_aefff8a8a226f04ac8eef7cb,47749,STARLINK-2163,REAL_B,65407,full_pass:47749,2026-03-10T04:40:56Z,315422051,2026-03-09T15:51:19.111968,2026-03-10T03:44:43,12.826913342222223,0.9369444444444445,CAUSAL_GP:47749:315422051,STATIC_TLE:data/tle/starlink_tle.txt:65407,,0.0,0.0,0.0,13461.026507133076,14.885382215730463,-13227.822886426344,633.0842092517482,2413.1184585657584,13227.822886426344,-633.0842092517482,-2413.1184585657584,12-18 h,WITHIN_CALIBRATED_SUPPORT,7970496361.31303,29.005502435074128,1099.4845501122445,16576.868317311528,2692.4529224543858,ORBIT_DISTINCT,2.220446049250313e-16,0.0,0,0,SCORED,6,6,6,3,1,2,0,0.3333333333333333,conditional verifier acceptance fraction under the controlled observation model
active_compensation_first_pass,orbit_unit_bad0101daeedaba5b2591566,47383,STARLINK-2103,REAL_B,65686,full_pass:47383,2026-03-10T15:51:15Z,315494855,2026-03-10T06:10:56.016192,2026-03-10T15:47:10,9.671939946666665,0.06805555555555555,CAUSAL_GP:47383:315494855,STATIC_TLE:data/tle/starlink_tle.txt:65686,,0.0,0.0,0.0,13436.797147225354,14.411147036823685,-13178.129195082263,-2582.442187979025,464.1345054507592,13178.129195082263,2582.442187979025,-464.1345054507592,9-12 h,WITHIN_CALIBRATED_SUPPORT,7715843674.723241,31.32749048335574,948.5696084793932,15693.828655775904,2852.0498165888075,ORBIT_DISTINCT,7.364392534712851e-17,0.0,0,0,SCORED,6,6,6,3,0,3,0,0.0,conditional verifier acceptance fraction under the controlled observation model
active_compensation_first_pass,orbit_unit_d23e0d0252de24848cc52f85,65411,STARLINK-34983,REAL_B,48672,full_pass:65411,2026-03-10T06:25:06Z,315434188,2026-03-09T16:02:59.594784,2026-03-10T03:44:43,14.368445893333334,2.6730555555555555,CAUSAL_GP:65411:315434188,STATIC_TLE:data/tle/starlink_tle.txt:48672,,0.0,0.0,0.0,6746.010259721554,12.498898660980464,-3326.1170901742407,-1252.2661127953565,5733.8842950886,3326.1170901742407,1252.2661127953565,-5733.8842950886,12-18 h,WITHIN_CALIBRATED_SUPPORT,2337684572.1737766,29.005502435074128,1099.4845501122445,8977.445120882403,1458.1371999348698,ORBIT_DISTINCT,2.220446049250313e-16,0.0,0,0,SCORED,6,6,6,3,1,2,0,0.3333333333333333,conditional verifier acceptance fraction under the controlled observation model
active_compensation_first_pass,orbit_unit_dbeb05d0681cba5b1dc7478b,65409,STARLINK-35022,REAL_B,47749,full_pass:65409,2026-03-10T06:43:59Z,315434187,2026-03-09T17:55:17.144544,2026-03-10T03:44:43,12.811626515555554,2.9877777777777776,CAUSAL_GP:65409:315434187,STATIC_TLE:data/tle/starlink_tle.txt:47749,,0.0,0.0,0.0,9651.670877256254,11.081704458859086,-6797.787943062761,5967.637066326038,-3366.3240557971603,6797.787943062761,-5967.637066326038,3366.3240557971603,12-18 h,WITHIN_CALIBRATED_SUPPORT,2056108491.2081394,29.005502435074128,1099.4845501122445,8419.432450685588,1367.5035038784815,ORBIT_DISTINCT,4.440892098500626e-16,0.0,0,0,SCORED,6,6,6,3,1,2,0,0.3333333333333333,conditional verifier acceptance fraction under the controlled observation model
active_compensation_first_pass,orbit_unit_e2b37b89d4b81f8ac8862c45,44714,STARLINK-1008,REAL_B,47383,full_pass:44714,2026-03-10T02:36:50.500000Z,315393241,2026-03-09T13:49:15.828096,2026-03-09T22:56:35,12.792964417777778,3.6709722222222223,CAUSAL_GP:44714:315393241,STATIC_TLE:data/tle/starlink_tle.txt:47383,,0.0,0.0,0.0,10716.116032861048,5.518267895491907,-8376.835395607373,-939.0731736923708,-6616.790245964612,8376.835395607373,939.0731736923708,6616.790245964612,12-18 h,WITHIN_CALIBRATED_SUPPORT,4155071442.345272,29.005502435074128,1099.4845501122445,11968.75704695101,1943.992934754527,ORBIT_DISTINCT,2.220446049250313e-16,0.0,0,0,SCORED,6,6,6,3,1,2,0,0.3333333333333333,conditional verifier acceptance fraction under the controlled observation model
active_compensation_first_pass,orbit_unit_eb1128fc4b1dd9e1e9207806,65410,STARLINK-35024,REAL_B,45230,full_pass:65410,2026-03-10T06:43:17.500000Z,315434688,2026-03-09T16:20:35.643840,2026-03-10T03:44:43,14.378293377777778,2.97625,CAUSAL_GP:65410:315434688,STATIC_TLE:data/tle/starlink_tle.txt:45230,,0.0,0.0,0.0,10312.006344914493,4.090970012933194,-7756.251775869432,-3132.451367228105,-6030.404769070632,7756.251775869432,3132.451367228105,6030.404769070632,12-18 h,WITHIN_CALIBRATED_SUPPORT,3535753590.6366425,29.005502435074128,1099.4845501122445,11040.806515792303,1793.273083954833,ORBIT_DISTINCT,8.751006412148382e-17,0.0,0,0,SCORED,6,6,6,3,1,2,0,0.3333333333333333,conditional verifier acceptance fraction under the controlled observation model
active_compensation_first_pass,orbit_unit_f3e2e8716089c32e74376a09,65409,STARLINK-35022,REAL_B,65686,full_pass:65409,2026-03-10T06:43:59Z,315434187,2026-03-09T17:55:17.144544,2026-03-10T03:44:43,12.811626515555554,2.9877777777777776,CAUSAL_GP:65409:315434187,STATIC_TLE:data/tle/starlink_tle.txt:65686,,0.0,0.0,0.0,7548.48059400171,4.6404047065437855,-4154.4733955951015,2568.850166233844,-5755.07766296453,4154.4733955951015,-2568.850166233844,5755.07766296453,12-18 h,WITHIN_CALIBRATED_SUPPORT,1928712693.3299396,29.005502435074128,1099.4845501122445,8154.429324127579,1324.4610890566462,ORBIT_DISTINCT,4.440892098500626e-16,0.0,0,0,SCORED,6,6,6,3,1,2,0,0.3333333333333333,conditional verifier acceptance fraction under the controlled observation model
active_compensation_first_pass,orbit_unit_f72f9c4076eb5344fbd47a41,65411,STARLINK-34983,REAL_B,65409,full_pass:65411,2026-03-10T06:25:06Z,315434188,2026-03-09T16:02:59.594784,2026-03-10T03:44:43,14.368445893333334,2.6730555555555555,CAUSAL_GP:65411:315434188,STATIC_TLE:data/tle/starlink_tle.txt:65409,,0.0,0.0,0.0,7864.204755452809,8.762718834176113,-4509.89247567806,-6442.550464603064,-11.393180058065354,4509.89247567806,6442.550464603064,11.393180058065354,12-18 h,WITHIN_CALIBRATED_SUPPORT,873516522.606071,29.005502435074128,1099.4845501122445,5487.763233096736,891.3350743854714,ORBIT_DISTINCT,2.220446049250313e-16,0.0,0,0,SCORED,6,6,6,3,1,2,0,0.3333333333333333,conditional verifier acceptance fraction under the controlled observation model
controlled_altitude_difference_synthetic_B,orbit_unit_014b0ae5ec235b24b834462a,65409,STARLINK-35022,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:-1km,same_tle_65409_20260312T054045Z:segment:2,2026-03-12T05:43:14.500000Z,315679331,2026-03-11T20:03:20.806272,2026-03-12T03:14:55,9.664914924444444,2.4720833333333334,CAUSAL_GP:65409:315679331,SYNTHETIC_RELATIVE_TO_CAUSAL_A:FROZEN_ORIGINAL_PERTURBATION_RULE,2026-03-12T05:43:15Z,-1.0,0.0,0.0,1.0026705277691372,0.005493374460424152,-1.002670523822463,8.895914179279929e-05,-8.361052395988722e-07,1.002670523822463,-8.895914179279929e-05,8.361052395988722e-07,9-12 h,WITHIN_CALIBRATED_SUPPORT,45.78887162273936,31.32749048335574,948.5696084793932,1.2089745740201985,0.21970774549178146,AMBIGUOUS,2.220446049250313e-16,0.0,0,0,SCORED,60,60,3,60,54,6,0,0.9,conditional verifier acceptance fraction under the controlled observation model
controlled_altitude_difference_synthetic_B,orbit_unit_03779746f55e02ccb0c3d491,65410,STARLINK-35024,SYNTHETIC_RELATIVE_TO_A,same_plane_altitude_offset:+50km,same_tle_65410_20260311T110240Z:segment:3,2026-03-11T11:06:09.500000Z,315555532,2026-03-10T17:24:38.025504,2026-03-11T02:43:10,17.69207624888889,8.383194444444445,CAUSAL_GP:65410:315555532,SYNTHETIC_RELATIVE_TO_CAUSAL_A:FROZEN_ORIGINAL_PERTURBATION_RULE,2026-03-11T11:06:10Z,50.0,0.0,0.0,50.0015251971302,0.02913508543748053,50.00150724797837,0.042367081628844616,2.70178454542247e-06,-50.00150724797837,-0.042367081628844616,-2.70178454542247e-06,12-18 h,WITHIN_CALIBRATED_SUPPORT,102904.47040267938,29.005502435074128,1099.4845501122445,59.56304949838591,9.674366932428743,ORBIT_DISTINCT,1.1102230246251565e-16,0.0,0,0,SCORED,60,60,3,60,15,45,0,0.25,conditional verifier acceptance fraction under the controlled observation model
